1	4043
1	5901
1	4565
1	4739
1	3888
1	4984
1	1732
1	3632
1	5832
1	2274
1	5900
1	5057
1	1001
1	5303
1	3290
1	379
1	2780
1	743
1	5547
1	1653
1	2897
1	1076
1	5817
1	2160
1	3207
1	1199
1	2617
1	1312
1	3175
1	1951
1	766
2	4749
2	5615
2	2314
2	1133
2	597
2	5172
2	2628
2	4656
2	267
2	828
2	4662
2	557
2	542
2	5060
2	1026
2	5207
2	3902
2	5201
2	2448
2	2738
2	3155
2	1791
2	4353
2	372
2	1147
2	4445
2	34
2	1079
2	5922
2	23
2	2907
3	513
3	3217
3	516
3	721
3	4694
3	2389
3	1383
3	3394
3	3354
3	3914
3	3791
3	1386
3	2373
3	5555
3	3783
3	325
3	342
3	4396
3	3479
3	5613
3	1268
3	5795
3	3443
3	3272
3	2908
3	5704
3	2989
3	5310
3	3880
3	140
3	616
4	61
4	2460
4	3367
4	4691
4	5316
4	22
4	288
4	1
4	5485
4	2605
4	1060
4	5016
4	1825
4	2493
4	5454
4	2276
4	5148
4	3610
4	5799
4	3222
4	2123
4	508
4	2223
4	5988
4	4245
4	4724
4	4717
4	2714
4	1150
4	1068
4	4804
5	5223
5	4067
5	4767
5	5927
5	90
5	4437
5	5393
5	4913
5	4642
5	1782
5	2895
5	2551
5	1339
5	580
5	1155
5	2902
5	791
5	5374
5	4586
5	4507
5	4369
5	767
5	2803
5	233
5	2968
5	2447
5	5194
5	5258
5	3064
5	97
5	4380
6	5710
6	3139
6	932
6	5840
6	907
6	577
6	4313
6	3852
6	197
6	1595
6	1723
6	5192
6	1678
6	4525
6	272
6	3963
6	1704
6	5388
6	600
6	731
6	5888
6	4939
6	82
6	5855
6	1269
6	5044
6	931
6	5114
6	486
6	5752
6	2914
7	911
7	2329
7	1735
7	3830
7	4526
7	2374
7	1174
7	4460
7	2621
7	2012
7	1931
7	2093
7	5778
7	3987
7	1544
7	5890
7	1786
7	2060
7	676
7	773
7	4058
7	1983
7	5323
7	2578
7	2600
7	5362
7	5916
7	2116
7	221
7	1879
7	16
8	481
8	2586
8	4638
8	5904
8	4648
8	5986
8	1615
8	4047
8	5333
8	1274
8	3581
8	521
8	1013
8	4846
8	645
8	4700
8	2639
8	84
8	601
8	1365
8	2180
8	2916
8	1884
8	2200
8	640
8	2511
8	1485
8	5740
8	854
8	919
8	1756
9	5141
9	5866
9	4208
9	5361
9	5438
9	1094
9	694
9	4422
9	5995
9	4649
9	4098
9	4485
9	1511
9	166
9	386
9	4871
9	2260
9	3450
9	368
9	894
9	4574
9	2959
9	4505
9	1104
9	2151
9	3345
9	3028
9	3510
9	2046
9	2130
9	4635
10	4705
10	2392
10	3251
10	2836
10	2587
10	5853
10	5028
10	476
10	4903
10	4929
10	3993
10	1451
10	4519
10	1396
10	2659
10	3435
10	5081
10	4185
10	3989
10	5708
10	3043
10	2850
10	83
10	1209
10	4631
10	2063
10	4764
10	3896
10	4100
10	4974
10	2797
11	2769
11	1245
11	3454
11	2808
11	2069
11	4569
11	355
11	5264
11	2129
11	4852
11	750
11	5484
11	3125
11	2011
11	742
11	1139
11	4789
11	1217
11	108
11	48
11	3940
11	1203
11	1062
11	3779
11	5439
11	2557
11	570
11	2258
11	295
11	5453
11	1397
12	5801
12	5415
12	1415
12	5829
12	2440
12	5868
12	5426
12	39
12	1904
12	1042
12	1758
12	804
12	3921
12	5155
12	1563
12	3549
12	5161
12	579
12	2278
12	3242
12	551
12	2845
12	31
12	4101
12	561
12	5823
12	2125
12	1932
12	2403
12	3210
12	4114
13	4894
13	2796
13	4797
13	940
13	1836
13	5959
13	3991
13	751
13	2555
13	5358
13	5818
13	5685
13	4296
13	2706
13	5750
13	2309
13	1300
13	4341
13	5329
13	3804
13	3538
13	2445
13	4628
13	64
13	3984
13	2882
13	1184
13	5113
13	4458
13	768
13	3347
14	3133
14	5176
14	596
14	5093
14	1840
14	4307
14	1594
14	5397
14	5784
14	3696
14	5011
14	133
14	1305
14	3227
14	4838
14	3197
14	2984
14	3773
14	3265
14	4318
14	4870
14	4374
14	4879
14	5632
14	1061
14	560
14	2302
14	5224
14	1035
14	4796
14	2164
15	3736
15	2524
15	3695
15	3419
15	2077
15	5156
15	2583
15	840
15	687
15	3119
15	5211
15	3353
15	4333
15	5787
15	46
15	5443
15	5336
15	1567
15	2950
15	3647
15	4578
15	1315
15	498
15	2114
15	2509
15	4982
15	2222
15	1246
15	2629
15	5497
15	323
16	592
16	4456
16	4344
16	833
16	1716
16	2294
16	1046
16	2772
16	2453
16	1682
16	871
16	3054
16	249
16	1088
16	4249
16	5821
16	213
16	4882
16	396
16	1196
16	5372
16	5378
16	2067
16	4163
16	4157
16	5751
16	4055
16	4483
16	3533
16	1105
16	4145
17	2746
17	4816
17	4147
17	1883
17	2310
17	2103
17	1868
17	4107
17	404
17	7
17	1771
17	2078
17	5926
17	5714
17	3160
17	2
17	4674
17	1549
17	5625
17	964
17	1764
17	5727
17	2208
17	3420
17	5188
17	4300
17	5058
17	1784
17	1896
17	2697
17	5515
18	3925
18	487
18	5574
18	604
18	4035
18	823
18	4721
18	123
18	4673
18	4094
18	1844
18	305
18	3405
18	3559
18	2425
18	3148
18	5013
18	3697
18	4530
18	621
18	4799
18	2920
18	4736
18	5089
18	1959
18	4198
18	5572
18	4482
18	1863
18	5728
18	1191
19	723
19	3701
19	3497
19	4155
19	2122
19	5318
19	400
19	5537
19	4861
19	1354
19	5236
19	915
19	3615
19	5549
19	5137
19	3323
19	14
19	4267
19	2662
19	2683
19	67
19	1160
19	1710
19	3161
19	4258
19	1790
19	5154
19	4632
19	947
19	484
19	4942
20	2783
20	4980
20	2766
20	3576
20	1641
20	73
20	5419
20	2740
20	677
20	3483
