1	986
1	2728
1	5993
1	703
1	1786
1	1576
1	4033
1	2562
1	4716
1	2035
1	2836
1	3014
1	1017
1	2911
1	2050
1	3967
1	5444
1	2311
1	1176
1	514
1	529
1	5393
2	3138
2	274
2	3349
2	1266
2	5998
2	967
2	4827
2	1571
2	2450
2	2392
2	4630
2	1650
2	4794
2	2487
2	5314
2	2680
2	5561
2	4214
2	2963
2	1719
2	4529
2	2384
3	3779
3	4595
3	4043
3	375
3	3185
3	1692
3	14
3	300
3	1109
3	1736
3	5248
3	1674
3	3864
3	724
3	4953
3	5223
3	4967
3	5342
3	5915
3	4136
3	2097
3	5267
4	1983
4	1097
4	3521
4	3669
4	4137
4	5538
4	4636
4	972
4	5995
4	3511
4	2030
4	1861
4	4123
4	97
4	1326
4	4512
4	4778
4	5434
4	933
4	3241
4	5530
4	4758
5	4789
5	2660
5	595
5	3471
5	2507
5	505
5	4462
5	4061
5	2185
5	3626
5	4802
5	4036
5	249
5	908
5	2918
5	2352
5	5363
5	5323
5	5474
5	5348
5	2661
5	4290
6	192
6	794
6	586
6	953
6	2512
6	4095
6	4696
6	2154
6	5092
6	5636
6	4743
6	3235
6	1199
6	2265
6	5607
6	1137
6	1016
6	2810
6	1392
6	5883
6	4306
6	4699
7	1487
7	2155
7	154
7	2635
7	3675
7	5139
7	5616
7	5074
7	1435
7	1018
7	4473
7	5493
7	1110
7	3321
7	2170
7	3234
7	2896
7	721
7	1486
7	2633
7	1162
7	2939
8	2443
8	5658
8	155
8	4557
8	2
8	5293
8	2774
8	5600
8	1656
8	1996
8	3620
8	2995
8	2394
8	2699
8	1794
8	4362
8	1871
8	5726
8	5319
8	1305
8	358
8	5921
9	3591
9	3534
9	3819
9	2054
9	3458
9	1898
9	674
9	4393
9	5654
9	4977
9	878
9	1993
9	1741
9	3751
9	5304
9	3137
9	122
9	3032
9	2302
9	5083
9	2959
9	3086
10	3022
10	825
10	5499
10	2325
10	1194
10	3435
10	4078
10	1800
10	2972
10	5528
10	4850
10	5938
10	1492
10	1104
10	4229
10	2317
10	3358
10	3825
10	142
10	815
10	569
10	1681
11	570
11	232
11	2726
11	2255
11	3161
11	3019
11	5236
11	4350
11	4831
11	631
11	2698
11	5760
11	135
11	2179
11	1493
11	4302
11	2713
11	1279
11	2217
11	1096
11	1570
11	5725
12	65
12	305
12	3255
12	4319
12	5690
12	369
12	4518
12	728
12	2215
12	3764
12	3790
12	5373
12	5303
12	3108
12	3647
12	524
12	3590
12	3323
12	1547
12	1132
12	5599
12	5232
13	1702
13	923
13	26
13	3013
13	4343
13	5555
13	3388
13	3083
13	1218
13	5202
13	1094
13	4775
13	1291
13	5922
13	1838
13	3762
13	3853
13	4328
13	5330
13	2173
13	4797
13	5512
14	4707
14	4509
14	4441
14	2069
14	1386
14	2490
14	2900
14	86
14	4679
14	5294
14	2572
14	437
14	3443
14	3262
14	2221
14	5382
14	3545
14	1124
14	5134
14	989
14	1438
14	2174
15	2663
15	2873
15	5574
15	4869
15	4783
15	5081
15	1753
15	5261
15	4182
15	4510
15	3603
15	4698
15	3691
15	742
15	5097
15	49
15	2248
15	3923
15	2397
15	5759
15	3565
15	4120
16	1440
16	2893
16	1711
16	4468
16	2717
16	4621
16	1734
16	3902
16	5011
16	1850
16	5356
16	2577
16	2350
16	4013
16	2711
16	25
16	435
16	1712
16	5364
16	1191
16	125
16	1853
17	1103
17	929
17	2442
17	4709
17	5991
17	37
17	633
17	2848
17	2656
17	5773
17	3442
17	5308
17	616
17	4702
17	2471
17	3735
17	2922
17	5627
17	945
17	1762
17	3230
17	2556
18	1751
18	1725
18	3426
18	5306
18	1108
18	4322
18	5419
18	1835
18	3374
18	1583
18	4893
18	1112
18	5663
18	373
18	5311
18	4227
18	1378
18	4970
18	555
18	2589
18	1699
18	4489
19	5360
19	2146
19	3418
19	3327
19	3514
19	1631
19	1888
19	132
19	5264
19	5340
19	2745
19	695
19	3885
19	3550
19	1232
19	5885
19	1733
19	3645
19	2064
19	5878
19	3401
19	1118
20	2444
20	3481
20	4644
20	1815
20	1951
20	3851
20	5230
20	3389
20	1687
20	1131
20	117
20	4162
20	4099
20	899
20	4425
